country,stateprovince,county,collectioncode,catalognumber,locality,scientificname,decimallatitude,decimallongitude,daycollected,monthcollected,yearcollected
Brasil,Rio Grande do Sul,Tupanciretã,MCP-PEIXES,27520,"Rio Santana, próximo a localidade de Jari (alf. rio Jaguari -> rio Ibicui).",Characidium occidentale,-29.2425003052,-54.2797241211,11,05,2001
Brasil,Rio Grande do Sul,Santiago,MCP-PEIXES,27535,"Arroio Lagoão, na estrada secundária Santiago/Manoel de Freitas (afl. rio Itu -> rio Ibicui).",Characidium occidentale,-29.1358337402,-55.0238876343,12,05,2001
Brasil,Rio Grande do Sul,São Pedro do Butiá,MCP-PEIXES,34877,"Arroio Albino, afluente do rio Ijuí (margem direita).",Characidium occidentale,-28.1361103058,-54.924446106,29,02,2004
Brasil,Rio Grande do Sul,Roque Gonzales,MCP-PEIXES,37222,"Arroio Cinamomo, afluente do rio Ijuí.",Characidium occidentale,-28.1113891602,-55.0047225952,12,01,2005
Brasil,Rio Grande do Sul,São Pedro do Butiá,MCP-PEIXES,37230,"Arroio Albino, afluente do rio Ijuí (margem direita).",Characidium occidentale,-28.1361103058,-54.924446106,12,01,2005
Brasil,São Paulo,Salesópolis,MCP-PEIXES,25271,"Rio Paraitinga, acima da cidade.",Characidium oiticicai,-23.5238895416,-45.8025016785,17,12,1999
Brasil,Rio Grande do Sul,Santa Maria do Erval,MCP-PEIXES,15082,"Rio Cadeia, sob a ponte Farroupilha.",Characidium orientale,-29.4500007629,-51.1500015259,04,09,1991
Brasil,Rio Grande do Sul,Caçapava do Sul,MCP-PEIXES,16618,"Arroio Santa Bárbara, 12 km a oeste da Vila do Segredo.",Characidium orientale,-30.5499992371,-53.5333328247,10,10,1993
Brasil,Rio Grande do Sul,Arroio Grande,MCP-PEIXES,16847,"Arroio Xasqueiro, na estrada BR-116 entre Pelotas e Arroio Grande (sistema leste do Rio Grande do Sul)",Characidium orientale,-32.1500015259,-53.0333328247,09,01,1987
Brasil,Rio Grande do Sul,Vila Nova do Sul,MCP-PEIXES,17402,"Arroio Cambaí, tributário do rio Vacacaí.",Characidium orientale,-30.3500003815,-53.8833351135,09,04,1994
Brasil,Rio Grande do Sul,Caraá,MCP-PEIXES,17587,Arroio do Carvalho em vila do Carvalho.,Characidium orientale,-29.8011112213,-50.4736099243,12,01,1995
Brasil,Rio Grande do Sul,Pedro Osório,MCP-PEIXES,20544,"Arroio na estrada Pedro Osório - Basílio, ca de 13 Km de Pedro Osório.",Characidium orientale,-31.915555954,-52.9480552673,22,12,1997
Brasil,Rio Grande do Sul,Erval,MCP-PEIXES,20843,Sanga afluente do arroio Arambaré (afl. rio Santa Maria -> rio Piratini) entre Pedro Osório e Airosa Galvão,Characidium orientale,-31.971944809,-53.094165802,15,11,1997
Brasil,Rio Grande do Sul,Boqueirão Leão,MCP-PEIXES,21572,"Rio Pardinho a ca. de 8,3 km ao Sul de Gramado Xavier",Characidium orientale,-29.3108329773,-52.5272216797,13,10,1998
Brasil,Rio Grande do Sul,Sinimbu,MCP-PEIXES,21578,"Rio Pequeno (=Sinimbu), a ca. de 2 km ao N de Sinimbu",Characidium orientale,-29.5174999237,-52.5125007629,13,10,1998
Brasil,Rio Grande do Sul,Faxinal do Soturno,MCP-PEIXES,22727,Arroio afluente do rio Soturno a ca. de 4 km a NNW de Faxinal do Soturno.,Characidium orientale,-29.5486106873,-53.4647216797,01,04,1999
Brasil,Rio Grande do Sul,Nova Palma,MCP-PEIXES,22731,"Arroio do Tigre, a ca. de 3 km ao Sul de Nova Palma.",Characidium orientale,-29.490278244,-53.4791679382,01,04,1999
Brasil,Rio Grande do Sul,Turucu,MCP-PEIXES,23816,"Arroio Contagem na BR-116, próximo a Capão do Almoço.",Characidium orientale,-31.572221756,-52.263053894,27,06,1999
Brasil,Rio Grande do Sul,Sentinela do Sul,MCP-PEIXES,23819,Arroio Velhaco na estrada de Cerro Grande do Sul para Camaquã.,Characidium orientale,-30.6894435883,-51.6974983215,26,06,1999
Brasil,Rio Grande do Sul,Pedro Osório,MCP-PEIXES,25088,Sanga a ca. de 500 m da BR 293 entre Piratini e Pelotas (-> arroio Passo das Pedras -> rio Piratini),Characidium orientale,-31.7436103821,-52.6916656494,21,11,1999
Brasil,Rio Grande do Sul,Piratini,MCP-PEIXES,25119,Arroio Piratinizinho sob a ponte em estrada vicinal a BR 293 (-> rio Piratini),Characidium orientale,-31.7172222137,-52.9927787781,20,11,1999
Brasil,Rio Grande do Sul,Pedro Osório,MCP-PEIXES,25126,Arroio na estrada entre Pedro Osório e a localidade de Basílio (-> rio Piratini),Characidium orientale,-31.8952770233,-52.8916664124,20,11,1999
Brasil,Rio Grande do Sul,Agudo,MCP-PEIXES,25461,Lageado do Gringo a ca de 2 km da UHE Dona Francisca.,Characidium orientale,-29.4469451904,-53.2599983215,10,01,2000
Brasil,Rio Grande do Sul,Nova Palma,MCP-PEIXES,26565,Arroio Caemborá próximo a localidade de Caemborá.,Characidium orientale,-29.480556488,-53.2972221375,11,11,2000
Brasil,Rio Grande do Sul,Candiota,MCP-PEIXES,27186,Arroio Quebra Jugo no passo dos Pinheiros (PO01).,Characidium orientale,-31.5497226715,-53.7713890076,02,01,2001
Brasil,Rio Grande do Sul,Candiota,MCP-PEIXES,27270,Arroio Candiota no Passo da Pinguela (CA03).,Characidium orientale,-31.6697216034,-53.6616668701,16,02,2001
Brasil,Rio Grande do Sul,Ibarama,MCP-PEIXES,27774,"Lageado do Gringo em Linha das Pedras, próximo a Nova São Paulo.",Characidium orientale,-29.4736118317,-53.2158317566,22,04,2001
Brasil,Rio Grande do Sul,Agudo,MCP-PEIXES,28588,"Arroio Corupá, na estrada entre Agudo e UHE Dona Francisca",Characidium orientale,-29.5650005341,-53.2858314514,25,08,2001
Brasil,Rio Grande do Sul,Nova Roma do Sul,MCP-PEIXES,33569,"Rio das Antas, a montante do Cachoeirão (afluente do rio Taquari).",Characidium orientale,-29.0111103058,-51.3727760315,01,10,2002
Brasil,Rio Grande do Sul,Herval,MCP-PEIXES,34792,"Arroio Arambaré, na estrada de Pedro Osório para Herval.",Characidium orientale,-31.9769444444,-53.1041666667,15,11,2003
Brasil,Rio Grande do Sul,Júlio de Castilhos,MCP-PEIXES,35426,Arroio tributário do rio Ivaí na área de influência da futura PCH Eng. Ernesto Jorge Dreher.,Characidium orientale,-29.1247215271,-53.363609314,11,06,2004
Brasil,Rio Grande do Sul,Pedro Osório,MCP-PEIXES,38302,"Arroio Arambaré, ca. de 5 Km ao S de Vila Brasílio, na estrada para Pedro Osório.",Characidium orientale,-31.8641666667,-52.8233333333,22,04,2005
Brasil,Rio Grande do Sul,Lavras do Sul,MCP-PEIXES,40837,Córrego tributário do arroio das Lavras a 2 km do entroncamento da cidade de Lavras do Sul em direção a Bagé.,Characidium orientale,-30.8338888889,-53.8977777778,31,07,2006
Brasil,Rio Grande do Sul,Nova Roma do Sul,MCP-PEIXES,41023,"Reservatório Lêntico, bacia do rio das Antas.",Characidium orientale,-29.0188888889,-51.4744444444,01,11,2005
Brasil,Rio Grande do Sul,Nova Roma do Sul,MCP-PEIXES,43053,UHE Castro Alves (alça),Characidium orientale,-29.0211111111,-51.3566666667,01,01,2008
Brasil,Rio Grande do Sul,Bento Gonçalves,MCP-PEIXES,43078,UHE Castro Alves (jusante),Characidium orientale,-29.04,-51.5641666667,01,02,2008
Brasil,Rio Grande do Sul,Bento Gonçalves,MCP-PEIXES,44022,Córrego Biasus,Characidium orientale,-29.0705555556,-51.3686111111,01,12,2008
Brasil,Rio Grande do Sul,Pelotas,MCP-PEIXES,45821,Arroio Corrientes,Characidium orientale,-31.5627777778,-52.1058333333,20,08,2007
Brasil,Rio Grande do Sul,Jaquirana,MCP-PEIXES,48744,Arroio Moraes ca 200m da foz do rio das Antas,Characidium orientale,-28.7977777778,-50.4269444444,10,03,2015
Brasil,Rio Grande do Sul,Ibirubá,MCP-PEIXES,50087,Riacho afluyente do rio Pinheirinho (estr. vicinal à BR377),Characidium orientale,-28.5572222222,-53.3011111111,06,05,2016
Brasil,Rio Grande do Sul,Santa Bárbara do Sul,MCP-PEIXES,50134,Riacho na estr. vikcinal entre RS506 e BR285,Characidium orientale,-28.4127777778,-53.2486111111,06,05,2016
Brasil,Rio Grande do Sul,Casca,MCP-PEIXES,50211,"Arrio estrada vicinal a RS324, entre Vila Maria e Casca, rio Taquari",Characidium orientale,-28.545,-52.1088888889,05,05,2016
Brasil,Pará,Juruti,MCP-PEIXES,47003,"Lago São Francisco do Alto Aruã, tributário do rio Araoiuns, drenagem Rio Tapajós",Characidium papachibe,-2.5752777778,-55.9041666667,04,06,2010
Peru,Loreto,Jenaro Herrera,MCP-PEIXES,37515,"Quebrada Copal, ca. de 15 Km a L de Jenaro Herrera, pelo caminho que vai a Angamos.",Characidium pteroides,-4.923333168,-73.5436096191,10,01,2004
Brasil,Santa Catarina,Joinville,MCP-PEIXES,10712,Rio Canela,Characidium pterostictum,-26.2999992371,-48.8499984741,24,04,1985
Brasil,Rio Grande do Sul,São Sebastião do Caí,MCP-PEIXES,11204,Rio Caí na estrada Pareci Novo / São Sebastião do Caí (sistema leste do Rio Grande do Sul).,Characidium pterostictum,-29.5833339691,-51.3666648865,30,04,1987
Brasil,Rio Grande do Sul,Feliz,MCP-PEIXES,11205,"Arroio do Ouro, na estrada Feliz / Caxias do Sul (RS 452), cerca de 100m acima da ponte (sistema leste do RS).",Characidium pterostictum,-29.2999992371,-51.1666679382,30,04,1987
Brasil,Rio Grande do Sul,Encruzilhada do Sul,MCP-PEIXES,11321,Arroio dos Ladrões (drenagem do rio Camaquã -> sistema leste do Rio Grande do Sul),Characidium pterostictum,-30.6833324432,-52.3333320618,05,05,1987
Brasil,Rio Grande do Sul,Encruzilhada do Sul,MCP-PEIXES,11323,Arroio Divisa,Characidium pterostictum,-30.8666667938,-52.25,05,05,1987
Brasil,Rio Grande do Sul,Bagé,MCP-PEIXES,11573,"Rio Negro, na ponte da estrada de Bagé para Aceguá (BR293)",Characidium pterostictum,-31.3500003815,-54.0499992371,25,10,1982
Uruguai,Cerro Largo,Arreria,MCP-PEIXES,11575,Lagoa a 10 m do rio Negro.,Characidium pterostictum,-31.8333339691,-54.4666671753,19,05,1984
Brasil,Rio Grande do Sul,Dom Pedrito,MCP-PEIXES,11576,"Rio Santa Maria na BR 293 km 246, trecho Dom Pedrito / Santana do Livramento.",Characidium pterostictum,-30.9833335876,-54.7000007629,26,10,1982
Brasil,Paraná,Morretes,MCP-PEIXES,12171,"Rio São João, ponte na estrada para a Serra da Graciosa (afl. do rio Nhundiaquara, sistema costeiro do sul)",Characidium pterostictum,-25.3999996185,-48.9000015259,26,07,1988
Brasil,Rio Grande do Sul,São Nicolau,MCP-PEIXES,12532,"Arroio Canoin, estrada Pirapó / São Nicolau.",Characidium pterostictum,-28.1333332062,-55.2333335876,02,11,1988
Brasil,Rio Grande do Sul,Santo Antônio das Missões,MCP-PEIXES,12705,"Arroio Passo do Rosário ou Passo da Cancela, estrada São Nicolau/Garruchos.",Characidium pterostictum,-28.2166671753,-55.5,03,11,1988
Brasil,Paraná,Morretes,MCP-PEIXES,12838,Rio Nhundiaquara (sistema costeiro do sul do Brasil),Characidium pterostictum,-25.4833335876,-48.8333320618,26,07,1988
Brasil,Rio Grande do Sul,Pirapó,MCP-PEIXES,13561,Foz do rio Ijuí-Mirim (afluente do rio Ijuí -> rio Uruguai),Characidium pterostictum,-28.0499992371,-55.1833343506,01,08,1989
Brasil,Paraná,Pedra Branca,MCP-PEIXES,13744,Rio São João em Pedra Branca do Araraqua na estrada (BR 376) Curitiba/Joinville (afl. Baía de Guaratuba).,Characidium pterostictum,-25.9333324432,-48.9166679382,07,05,1989
Brasil,Rio Grande do Sul,Torres,MCP-PEIXES,14152,"Rio Três Forquilhas, cerca de 100 m antes da ponte da estrada Três Forquilhas / Itati, em frente a igreja.",Characidium pterostictum,-29.5,-50.0833320618,12,12,1989
Brasil,Santa Catarina,Garuva,MCP-PEIXES,14185,"Rio Garuvá sob ponte na estrada BR 101, cerca de 2 km da divisa de Santa Catarina/Paraná.",Characidium pterostictum,-26.0166664124,-48.8499984741,07,05,1989
Brasil,Rio Grande do Sul,Torres,MCP-PEIXES,14783,"Rio dos Mengue, entre Morro Azul e Rua Nova (afluente -> lagoa Jacaré -> rio Mampituba -> rios Costeiros).",Characidium pterostictum,-29.2999992371,-49.9166679382,15,01,1991
Brasil,Rio Grande do Sul,Caraá,MCP-PEIXES,14851,"Arroio dos Carvalhos, entre Santo Antônio da Patrulha e Caraá (afluente do rio dos Sinos -> rio Jacuí).",Characidium pterostictum,-29.7833328247,-50.4166679382,17,01,1991
Argentina,Misiones,Santa Maria,MCP-PEIXES,16151,"Arroio Santa Maria, 8 km da localidade de Santa Maria, divisa de Itacaruare/Santa Maria (afl. do rio Uruguai)",Characidium pterostictum,-27.9333324432,-55.4500007629,28,06,1989
Brasil,Rio Grande do Sul,São Luiz Gonzaga,MCP-PEIXES,16216,"Arroio Ximbocuzinho, na estrada São Luiz Gonzaga/Bocoroca a 4 km da entrada de São Luiz Gonzaga (afl. rio Uruguai).",Characidium pterostictum,-28.4500007629,-54.9666671753,11,12,1992
Brasil,Rio Grande do Sul,Bagé,MCP-PEIXES,16254,Rio Piraizinho na estrada de Bagé para Dom Pedrito (afluente do rio Negro).,Characidium pterostictum,-31.2833328247,-54.1500015259,09,12,1992
Brasil,Santa Catarina,Apiúna,MCP-PEIXES,16481,Ribeirão São Luis (afluente do Rio Itajaí Açu).,Characidium pterostictum,-27.0333333333,-49.3833333333,15,10,1993
Brasil,Rio Grande do Sul,Entre-Ijuís,MCP-PEIXES,16761,"Arroio Lageado do Moinho, afluente do rio Ijuizinho, 7 km a SW de Entre-Ijuís.",Characidium pterostictum,-28.4500007629,-54.3666648865,14,12,1993
Brasil,Santa Catarina,Queçaba,MCP-PEIXES,17526,"Rio dos Cedros, na junção do Cedros e do Miguel, SC-431.",Characidium pterostictum,-27.7333335876,-48.9333343506,11,10,1994
Brasil,Santa Catarina,Meleiro,MCP-PEIXES,19172,"Rio São Francisco, a 10 km de Meleiro, em direção a vila Maria (aflu -> Manoel Alves -> Araranguá).",Characidium pterostictum,-28.7000007629,-49.6666679382,14,06,1996
Brasil,Santa Catarina,Siderópolis,MCP-PEIXES,19190,"Rio São Bento, no balneário Gheller, localidade São Pedro, 8 km a oeste de Nova Veneza (aflu. -> Araranguá).",Characidium pterostictum,-28.6211109161,-49.5527763367,15,06,1996
Brasil,São Paulo,Iporanga,MCP-PEIXES,19851,"Córrego de Areias, ca. 1 Km a SE do Bairro da Serra, na estrada Apiaí/Iporanga.",Characidium pterostictum,-24.5636119843,-48.6694450378,10,01,1997
Brasil,São Paulo,Eldorado,MCP-PEIXES,19853,Córrego Sujo na estrada entre Arcado e Braço ca. 2 Km sudoeste da estrada Iporanga/Eldorado.,Characidium pterostictum,-24.6047229767,-48.2794456482,11,01,1997
Brasil,São Paulo,Eldorado,MCP-PEIXES,19855,Rio Martins em Barra do Braço.,Characidium pterostictum,-24.6427783966,-48.2933349609,11,01,1997
Brasil,Santa Catarina,Descanso,MCP-PEIXES,20792,"Arroio Tiju afluente do rio Parda, ao lado do cemitério de Pratinha.",Characidium pterostictum,-26.8463897705,-53.456943512,27,01,1998
Brasil,Rio Grande do Sul,Três Forquilhas,MCP-PEIXES,21094,Rio Tres Forquilhas (nascentes),Characidium pterostictum,-29.5333328247,-50.0833320618,23,09,1997
Brasil,Rio Grande do Sul,Arvorezinha,MCP-PEIXES,21211,"Arroio Jeremias, na estrada Soledade/Arvorezinha, ca 25km SE da BR 386 (afluente rio Taquari).",Characidium pterostictum,-28.8288879395,-52.243057251,25,08,1998
Brasil,Rio Grande do Sul,Segredo,MCP-PEIXES,21276,"Arroio Lagoão, na estrada entre Vila Bela Vista e Coloninha.",Characidium pterostictum,-29.2224998474,-52.9280548096,24,08,1998
Brasil,Rio Grande do Sul,Maquiné,MCP-PEIXES,21340,Arroio Escangalhado.,Characidium pterostictum,-29.5680561066,-50.2874984741,25,09,1998
Brasil,Rio Grande do Sul,Nova Jacui,MCP-PEIXES,21455,"Arroio na estrada de Estado Velho para Nova Jacui, a ca. de 2 km a SE de Nova Jacui.",Characidium pterostictum,-29.105556488,-53.2088890076,11,10,1998
Brasil,Rio Grande do Sul,Soledade,MCP-PEIXES,21498,Rio Espraiado no camping Beira Rio na BR 386 entre Soledade e Passo Fundo.,Characidium pterostictum,-28.7222213745,-52.5591659546,12,10,1998
Brasil,Rio Grande do Sul,Passo Fundo,MCP-PEIXES,22118,"Arroio do Portão, na estrada entre Capinzal e São Valentim.",Characidium pterostictum,-28.3675003052,-52.4116668701,19,01,1999
Brasil,Rio Grande do Sul,Sto Antonio Planalto,MCP-PEIXES,22141,"Arroio afluente do rio da Glória, na estrada BR 386, entre Tio HUgo e Carazinho.",Characidium pterostictum,-28.3369445801,-52.7211112976,18,01,1999
Brasil,Rio Grande do Sul,Nicolau Vergueiro,MCP-PEIXES,22156,Arroio Resvalador em Arroio Bertolino.,Characidium pterostictum,-28.5483341217,-52.4330558777,19,01,1999
Brasil,Rio Grande do Sul,Nicolau Vergueiro,MCP-PEIXES,22211,"Arroio Estivinha, entre Carreta Quebrada e Nicolau Vergueiro.",Characidium pterostictum,-28.4883327484,-52.3866653442,19,01,1999
Brasil,Rio Grande do Sul,Nicolau Vergueiro,MCP-PEIXES,22217,Arroio Quebra Dentes em Quebra Dentes.,Characidium pterostictum,-28.6025009155,-52.4563903809,19,01,1999
Brasil,Rio Grande do Sul,Passo Fundo,MCP-PEIXES,22249,"Arroio Carreta Quebrada, ca. 8 km a SSE de Capinzal.",Characidium pterostictum,-28.4466667175,-52.3844451904,19,01,1999
Brasil,Rio Grande do Sul,Cruz Alta,MCP-PEIXES,22694,"Rio Lajeado das Pedras, a ca. de 6,2 km a leste de Cruz Alta na estrada para Ibirubá.",Characidium pterostictum,-28.6447219849,-53.5083351135,02,04,1999
Brasil,Rio Grande do Sul,Muitos Capões,MCP-PEIXES,22802,"Arroio Tavoqua, próximo a Fazenda Cambará. (afluente do rio Taquari).",Characidium pterostictum,-28.3641662598,-51.2980537415,03,04,1999
Brasil,Rio Grande do Sul,Bagé,MCP-PEIXES,22875,"Rio Piraizinho, na estrada Bagé/BR 293 a ca. de 1 km ao Sul da BR293.",Characidium pterostictum,-31.275554657,-54.1338882446,05,04,1999
Brasil,Rio Grande do Sul,São Francisco de Assis,MCP-PEIXES,23095,Rio Inhacunda em São Francisco de Assis na saída para Manuel Viana.,Characidium pterostictum,-29.5475006104,-55.136390686,08,05,1999
Brasil,Rio Grande do Sul,São Francisco de Assis,MCP-PEIXES,23133,Arroio Sanga Funda a ca. de 15 Km a SE de São Francisco de Assis.,Characidium pterostictum,-29.650554657,-55.0016670227,07,05,1999
Brasil,Rio Grande do Sul,São Francisco de Assis,MCP-PEIXES,23164,Rio Inhacunda em São Francisco de Assis a ca. de 500 metros acima da olaria.,Characidium pterostictum,-29.5408325195,-55.1291656494,08,05,1999
Brasil,Rio Grande do Sul,São Francisco de Assis,MCP-PEIXES,23171,Arroio Taquari a ca. de 10 km ao sul da Vila Kramer.,Characidium pterostictum,-29.3961105347,-55.1477775574,08,05,1999
Brasil,Santa Catarina,Praia Grande,MCP-PEIXES,23540,Rio Mampituba entre Mãe dos Homens e São Roque.,Characidium pterostictum,-29.2469444275,-50.0699996948,21,07,1999
Brasil,Santa Catarina,Praia Grande,MCP-PEIXES,23548,Arroio Facão em Mãe dos Homens.,Characidium pterostictum,-29.2380561829,-50.0458335876,21,07,1999
Brasil,Santa Catarina,Praia Grande,MCP-PEIXES,23551,"Arroio afluente do rio Sertão, em Cachoeira, a ca de 9 km a NE de Praia Grande.",Characidium pterostictum,-29.1411113739,-49.8927764893,21,07,1999
Brasil,Santa Catarina,Praia Grande,MCP-PEIXES,23567,"Arroio Malacara a ca. de 3,6 km a NW de Praia Grande, em direção a Jacinto Machado.",Characidium pterostictum,-29.1758327484,-49.9275016785,21,07,1999
Brasil,Santa Catarina,Meleiro,MCP-PEIXES,23571,"Arroio afluente do rio Morto, a ca de 500 m a leste de São Francisco.",Characidium pterostictum,-28.7194442749,-49.6419448853,22,07,1999
Brasil,Santa Catarina,Ermo,MCP-PEIXES,23584,Rio Itoupava a ca de 3 km a W de Êrmo.,Characidium pterostictum,-28.9786109924,-49.6736106873,22,07,1999
Brasil,Santa Catarina,Meleiro,MCP-PEIXES,23612,Rio Morto a ca de 7 km a N de Meleiro em direção a São Francisco.,Characidium pterostictum,-28.7858333588,-49.6563873291,22,07,1999
Brasil,Santa Catarina,Praia Grande,MCP-PEIXES,23617,Arroio Maia Coco em Vila Rosa a ca. de 5 km a NW de Praia Grande.,Characidium pterostictum,-29.1702785492,-49.9802780151,21,07,1999
Brasil,Santa Catarina,Criciúma,MCP-PEIXES,23634,Rio do Cedro na estrada entre São Francisco e Criciúma.,Characidium pterostictum,-28.7116661072,-49.5661125183,22,07,1999
Brasil,Santa Catarina,Meleiro,MCP-PEIXES,23643,"Rio Morto, na estrada entre Meleiro e São Francisco, a ca de 11 km ao N de Meleiro.",Characidium pterostictum,-28.75,-49.6580543518,22,07,1999
Brasil,Rio Grande do Sul,Itati,MCP-PEIXES,23681,"Arroio do Padre a ca. de 0,4 km a montante da igreja do arroio do Padre.",Characidium pterostictum,-29.4913883209,-50.1433334351,20,07,1999
Brasil,Rio Grande do Sul,Morrinhos do Sul,MCP-PEIXES,23685,Rio Mangue entre Morrinhos do Sul e Praia Grande.,Characidium pterostictum,-29.2486114502,-49.9249992371,20,07,1999
Brasil,Rio Grande do Sul,Morrinhos do Sul,MCP-PEIXES,23723,Rio Negro na estrada entre Mourinhos do Sul e Praia Grande.,Characidium pterostictum,-29.3527774811,-49.9333343506,20,07,1999
Brasil,Rio Grande do Sul,Mampituba,MCP-PEIXES,23730,"Rio Panela, afluente do rio da Praça",Characidium pterostictum,-29.2530555556,-50.0297222222,20,07,1999
Brasil,Rio Grande do Sul,Sentinela do Sul,MCP-PEIXES,23817,"Arroio do Tigre, afluente do arroio Velhaco, na estrada de Cerro Grande do Sul para Camaquã.",Characidium pterostictum,-30.7416667938,-51.7738876343,26,06,1999
Brasil,Rio Grande do Sul,Dom Feliciano,MCP-PEIXES,23818,Rio Sutil na estrada entre Camaquã e Dom Feliciano.,Characidium pterostictum,-30.6961116791,-52.0602760315,26,06,1999
Brasil,Rio Grande do Sul,Pedro Osório,MCP-PEIXES,25085,Arroio Mata Olho na estrada entre Pedro Osório e a localidade de Basílio (-> rio Piratini),Characidium pterostictum,-31.915555954,-53.0047225952,20,11,1999
Brasil,Rio Grande do Sul,Piratini,MCP-PEIXES,25087,Arroio Santa Fé na estrada entre Pinheiro Machado e Piratini (-> rio Piratini),Characidium pterostictum,-31.5033340454,-53.2322235107,21,11,1999
Brasil,Rio Grande do Sul,Pinheiro Machado,MCP-PEIXES,25100,"Arroio dos Pires, junto a ponte da estrada de ferro em Passo dos Pires (-> rio Piratini)",Characidium pterostictum,-31.6333332062,-53.4500007629,21,11,1999
Brasil,Rio Grande do Sul,São Francisco de Assis,MCP-PEIXES,25239,Arroio Taquari a ca. de 10 km ao sul da Vila Kramer.,Characidium pterostictum,-29.3961105347,-55.1477775574,27,09,1999
Brasil,Rio Grande do Sul,Terra de Areia,MCP-PEIXES,25295,"Rio Três Pinheiros, sob a ponte na estrada para Vila Itati, a ca. de 7 km ao Norte da BR 101.",Characidium pterostictum,-29.5266666412,-50.1058349609,29,12,1999
Brasil,Rio Grande do Sul,Terra de Areia,MCP-PEIXES,25323,Rio Três Forquilhas em frente a igreja da Vila Itati.,Characidium pterostictum,-29.5119438171,-50.0919456482,29,12,1999
Brasil,Rio Grande do Sul,Maquiné,MCP-PEIXES,25355,Arroio Água Parada (-> rio Maquiné).,Characidium pterostictum,-29.6919441223,-50.2441673279,18,08,1999
Brasil,Rio Grande do Sul,Veranópolis,MCP-PEIXES,25567,"Arroio Jabuticaba em Jaboticaba,próximo à foz, junto da ponte férrea no rio das Antas (afl. rio Taquari).",Characidium pterostictum,-29.0202770233,-51.5280570984,19,03,2000
Brasil,Rio Grande do Sul,Itati,MCP-PEIXES,25681,"Arroio Carvalho, na estrada Itati/Aratinga (afl. rio Três Forquilhas).",Characidium pterostictum,-29.3833332062,-50.2000007629,21,03,2000
Brasil,Rio Grande do Sul,Caçapava do Sul,MCP-PEIXES,25775,"Sanga afluente do arroio Pessegueiro, ca. 7 km a SE de Minas do Camaquã.",Characidium pterostictum,-30.9283332825,-53.331943512,27,04,2000
Brasil,Rio Grande do Sul,Caçapava do Sul,MCP-PEIXES,25786,"Arroio do Banhado na estrada BR-153/Minas do Camaquã, ca. 8 km NW de Minas do Camaquã.",Characidium pterostictum,-30.8633327484,-53.4972229004,27,04,2000
Brasil,Rio Grande do Sul,Bagé,MCP-PEIXES,25873,"Arroio Camaquã Chico, estrada secundária Bagé/Lavras do Sul.",Characidium pterostictum,-30.9074993134,-53.8202781677,27,04,2000
Brasil,Rio Grande do Sul,Caçapava do Sul,MCP-PEIXES,25883,Sanga afluente do arroio Seival na estrada entre Caçapava do Sul e Lavras do Sul,Characidium pterostictum,-30.7333335876,-53.7011108398,26,04,2000
Brasil,Rio Grande do Sul,Lavras do Sul,MCP-PEIXES,25898,Arroio afluente do rio Camaquã Chico,Characidium pterostictum,-30.9850006104,-53.9722213745,26,04,2000
Brasil,Rio Grande do Sul,Lavras do Sul,MCP-PEIXES,25915,Arroio afluente do rio Camaquã Chico,Characidium pterostictum,-31.0116672516,-54.0652770996,26,04,2000
Brasil,Rio Grande do Sul,Maquiné,MCP-PEIXES,26112,Arroio Forqueta (-> rio Maquiné).,Characidium pterostictum,-29.5450000763,-50.2391662598,01,02,2000
Brasil,Rio Grande do Sul,São Francisco de Assis,MCP-PEIXES,27509,"Arroio Taquari, ca 10 km ao sul de vila Kramer (alf. rio Miracatu -> rio Ibicui).",Characidium pterostictum,-29.3963890076,-55.1477775574,12,05,2001
Brasil,Rio Grande do Sul,Tupanciretã,MCP-PEIXES,27522,"Arroio Santana, próximo a Rincão dos Cardoso (alf. rio Jaguari -> rio Ibicui).",Characidium pterostictum,-29.2458324432,-54.3527793884,11,05,2001
Brasil,Rio Grande do Sul,Santiago,MCP-PEIXES,27536,"Arroio Lagoão, na estrada secundária Santiago/Manoel de Freitas (afl. rio Itu -> rio Ibicui).",Characidium pterostictum,-29.1358337402,-55.0238876343,12,05,2001
Brasil,Rio Grande do Sul,Jaguari,MCP-PEIXES,27546,"Arroio do Tigre na estrada BR 453/Ijucapirama, ca. 2,5 km a NE da BR 453 (alf. rio Jaguari -> rio Ibicui).",Characidium pterostictum,-29.4716663361,-54.6719436646,11,05,2001
Brasil,Rio Grande do Sul,Santiago,MCP-PEIXES,27576,Arroio afluente do arroio Lagoão (afl. rio Itu -> rio Ibicui).,Characidium pterostictum,-29.1413879395,-55.0330543518,12,05,2001
Brasil,Rio Grande do Sul,Jaguari,MCP-PEIXES,27584,"Arroio afluente do rio Tunas, na estrada BR 453/ Ijacupirama (alf. rio Jaguari -> rio Ibicui).",Characidium pterostictum,-29.4408340454,-54.5930557251,11,05,2001
Brasil,Rio Grande do Sul,Jaguari,MCP-PEIXES,27589,"Arroio na estrada Jaguari/Jari, ca. 5 km a leste de Jaguari (afl. rio Jaguari -> rio Ibicui).",Characidium pterostictum,-29.4991664886,-54.6447219849,11,05,2001
Brasil,Rio Grande do Sul,Jaguari,MCP-PEIXES,27592,"Arroio Camabará, na estrada BR 453/Jari (alf. rio Jaguari -> rio Ibicui).",Characidium pterostictum,-29.405834198,-54.5666656494,11,05,2001
